sdss designation,redshift,angular sep,proper sep,sdss r band
J215947.31-002644.3,0.1281,38.0,86.6,17.26
J220029.82+112248.7,0.0313,132.9,83.1,15.95
J220038.56+112227.6,0.0314,132.9,83.1,14.65
J220147.84-080455.6,0.098,23.4,42.4,17.23
J220149.12-080442.0,0.0979,23.4,42.4,17.22
J220419.23+002052.1,0.0843,6.5,10.3,17.08
J220419.59+002055.8,0.0848,6.5,10.3,17.99
J220623.78+010706.7,0.0481,23.5,22.7,15.97
J220624.38+010645.0,0.0493,23.5,22.7,17.01
J220634.97+000327.6,0.0466,4.7,4.3,15.16
J220635.08+000323.2,0.0461,4.7,4.3,15.21
J220703.84-005800.7,0.1262,16.9,37.9,16.8
J220704.03-005744.1,0.1254,16.9,37.9,17.44
J221346.52+134726.7,0.0252,190.4,96.6,14.43
J221355.96+134519.4,0.0254,190.4,96.6,14.34
J221753.95-005334.5,0.1554,9.5,25.6,18.41
J221754.57-005332.1,0.1549,9.5,25.6,18.45
J221839.92-002401.9,0.0948,30.7,54.2,16.31
J221840.97-002335.5,0.095,30.7,54.2,16.73
J221955.71-074127.9,0.0373,92.5,68.4,15.68
J221957.25-073958.3,0.0378,92.5,68.4,13.57
J222132.43+001645.4,0.0578,52.1,58.3,15.02
J222135.90+001649.3,0.0578,52.1,58.3,17.62
J222140.20-082526.0,0.0707,72.2,97.2,15.39
J222142.22-082420.5,0.0705,72.2,97.2,16.22
J222327.98+001639.0,0.1108,29.7,60.2,18.01
J222329.87+001630.1,0.1114,29.7,60.2,15.81
J222833.04-095404.4,0.0555,82.0,88.4,15.93
J222837.85-095325.5,0.0563,82.0,88.4,15.51
J223202.40-004247.4,0.1075,30.5,59.6,17.81
J223203.39-004220.7,0.1067,30.5,59.6,18.23
J223211.36-075131.9,0.0727,68.6,95.9,15.34
J223213.87-075034.6,0.0736,68.6,95.9,16.12
J223218.81-004106.3,0.1085,29.9,58.8,16.58
J223220.72-004057.7,0.1074,29.9,58.8,17.59
J223418.76+004100.4,0.0883,20.9,34.3,16.47
J223420.12+004104.8,0.0877,20.9,34.3,16.9
J223430.18-080737.7,0.0816,64.5,99.4,16.19
J223433.35-080654.2,0.0819,64.5,99.4,16.23
J223506.85-003426.0,0.1072,4.0,7.9,16.68
J223507.10-003427.2,0.1074,4.0,7.9,19.65
J223514.71-083908.5,0.0574,7.8,8.7,17.08
J223515.22-083910.4,0.0584,7.8,8.7,17.28
J223553.80+125752.4,0.1276,19.7,44.8,17.84
J223555.09+125749.5,0.1269,19.7,44.8,17.39
J223654.56+142452.0,0.0365,110.9,80.3,17.28
J223701.58+142417.4,0.0367,110.9,80.3,14.84
J223952.52-001120.5,0.0853,19.3,30.9,15.95
J223953.50-001133.0,0.0854,19.3,30.9,17.09
J224202.33-075347.8,0.0771,60.6,88.5,17.54
J224206.35-075353.7,0.0779,60.6,88.5,14.85
J224534.07-084502.6,0.0499,57.6,56.2,15.21
J224535.02-084558.4,0.0495,57.6,56.2,14.72
J224612.76-075819.4,0.0769,67.2,97.8,17.49
J224614.42-075717.1,0.077,67.2,97.8,14.7
J224709.35-091829.4,0.0823,62.8,97.5,17.16
J224713.50-091820.6,0.0825,62.8,97.5,17.41
J224959.63-094356.2,0.082,4.0,6.2,16.44
J224959.88-094357.3,0.0823,4.0,6.2,16.88
J225215.25+002312.6,0.0798,64.4,97.0,16.74
J225216.82+002212.6,0.0789,64.4,97.0,16.01
J225823.26+001616.4,0.1543,12.6,33.8,16.86
J225823.31+001603.8,0.1542,12.6,33.8,16.9
J230046.91-081808.4,0.0779,57.5,84.7,16.18
J230050.74-081806.4,0.0785,57.5,84.7,15.88
J230319.99+011041.9,0.1811,29.8,90.9,17.85
J230321.72+011056.4,0.1814,29.8,90.9,17.54
J230443.48-084108.6,0.047,63.4,58.8,14.7
J230443.98-084211.6,0.0473,63.4,58.8,15.18
J230954.40+002153.6,0.1028,11.7,22.3,18.76
J230955.11+002148.7,0.1036,11.7,22.3,16.85
J231138.88+150741.7,0.0418,79.4,62.8,15.48
J231142.06+150638.3,0.04,45.5,36.0,14.35
J231143.99+150603.1,0.0403,45.5,36.0,16.31
J231224.52+135704.6,0.0341,77.6,52.8,15.08
J231225.99+135450.2,0.0339,112.9,76.7,15.35
J231229.22+135632.1,0.0341,77.6,52.8,14.55
J231323.01+135431.5,0.0398,109.7,86.4,17.54
J231329.61+135344.4,0.04,109.7,86.4,15.87
J231436.08+005238.3,0.1185,12.8,27.3,17.45
J231436.89+005242.3,0.1178,12.8,27.3,17.29
J231538.44+010131.4,0.032,106.1,70.0,15.75
J231545.45+010144.8,0.0331,106.1,70.0,14.38
J231756.36+135352.1,0.0396,111.1,89.4,14.62
J231803.74+135400.9,0.0407,111.1,89.4,16.72
J232402.98-095341.9,0.0693,9.6,12.9,16.29
J232403.39-095334.6,0.071,9.6,12.9,15.74
J232407.99-095334.3,0.0697,69.0,93.5,17.72
J232448.96+135947.5,0.0405,91.8,76.3,14.6
J232449.17+135815.8,0.0421,91.8,76.3,14.91
J232453.17-095426.8,0.0699,10.1,13.5,16.61
J232453.69-095433.2,0.0697,10.1,13.5,16.07
J232501.69+000002.3,0.034,72.5,49.0,14.58
J232503.82+000107.4,0.0339,72.5,49.0,15.52
J233402.71+005256.4,0.0862,52.9,83.7,16.9
J233405.97+005316.5,0.0843,52.9,83.7,16.38
J233440.10+011311.3,0.085,40.8,65.0,15.7
J233441.09+011233.4,0.0858,40.8,65.0,15.97
J233441.97+001057.1,0.0575,49.7,56.2,14.74
J233444.66+001126.0,0.0584,49.7,56.2,16.58
J233743.32-003106.5,0.0358,2.5,1.8,14.28
J233747.24-003056.9,0.0353,59.6,42.4,15.99
J234456.12+010736.8,0.0587,70.8,80.4,14.72
J234456.54+010847.3,0.0584,70.8,80.4,17.09
J234708.54-003639.0,0.0373,84.9,63.0,14.22
J234714.20-003639.1,0.0374,84.9,63.0,16.36
J235040.84+154036.1,0.0667,66.3,84.8,16.8
J235045.16+154049.9,0.0665,66.3,84.8,15.96
J235051.64-101350.5,0.0758,38.7,55.6,16.88
J235054.21-101354.7,0.0762,38.7,55.6,16.98
J235101.20-100039.8,0.0742,42.7,60.2,16.81
J235103.28-100010.6,0.0741,42.7,60.2,17.36
J235306.50+160238.8,0.0486,77.9,74.1,17.36
J235308.28+160351.9,0.0491,77.9,74.1,14.67
J235705.27-011342.9,0.0824,34.5,53.5,16.06
J235707.57-011343.9,0.0831,34.5,53.5,17.02
J235833.03-010841.5,0.0634,60.3,73.4,16.06
J235834.29-010744.3,0.0632,60.3,73.4,15.9
